GeneName	HumanOrtholog	HumanTitle
eat-3	OPA1 	 optic atrophy 1 (autosomal dominant)
odc-1	ODC1 	 ornithine decarboxylase 1
gck-3	OXSR1 	 oxidative stress responsive 1
ogdh-1	OGDH 	 oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
obr-1	OSBP2 	 oxysterol binding protein 2
obr-2	OSBPL2 	 oxysterol binding protein-like 2
obr-3	OSBPL8 	 oxysterol binding protein-like 8
obr-4	OSBPL9 	 oxysterol binding protein-like 9
pak-1	PAK1 	 p21 protein (Cdc42/Rac)-activated kinase 1
pak-2	PAK7 	 p21 protein (Cdc42/Rac)-activated kinase 7
emb-8	POR 	 P450 (cytochrome) oxidoreductase
vab-3	PAX6 	 paired box 6
ppt-1	PPT1 	 palmitoyl-protein thioesterase 1
par-6	PARD6G 	 par-6 family cell polarity regulator gamma
poml-2	PON3 	 paraoxonase 3
poml-4	PON3 	 paraoxonase 3
poml-3	PON3 	 paraoxonase 3
pdr-1	PARK2 	 parkin RBR E3 ubiquitin protein ligase
djr-1.1	PARK7 	 parkinson protein 7
djr-1.2	PARK7 	 parkinson protein 7
pat-6	PARVA 	 parvin, alpha
ptc-1	PTCH1 	 patched 1
ptc-2	PTCH1 	 patched 1
ptc-3	PTCH1 	 patched 1
ptr-19	PTCHD3 	 patched domain containing 3
evl-14	PDS5B 	 PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)
mppa-1	PMPCA 	 peptidase (mitochondrial processing) alpha
mppb-1	PMPCB 	 peptidase (mitochondrial processing) beta
cyn-12	PPIL1 	 peptidylprolyl isomerase (cyclophilin)-like 1
cyn-4	PPIL2 	 peptidylprolyl isomerase (cyclophilin)-like 2
cyn-10	PPIL3 	 peptidylprolyl isomerase (cyclophilin)-like 3
sig-7	PPIL4 	 peptidylprolyl isomerase (cyclophilin)-like 4
cyn-5	PPIB 	 peptidylprolyl isomerase B (cyclophilin B)
cyn-6	PPIB 	 peptidylprolyl isomerase B (cyclophilin B)
cyn-15	PPWD1 	 peptidylprolyl isomerase domain and WD repeat containing 1
cyn-11	PPIH 	 peptidylprolyl isomerase H (cyclophilin H)
lbp-9	PMP2 	 peripheral myelin protein 2
pxn-1	PXDN 	 peroxidasin homolog (Drosophila)
pxn-2	PXDN 	 peroxidasin homolog (Drosophila)
prdx-2	PRDX2 	 peroxiredoxin 2
prdx-3	PRDX3 	 peroxiredoxin 3
prdx-6	PRDX6 	 peroxiredoxin 6
prx-12	PEX12 	 peroxisomal biogenesis factor 12
prx-13	PEX13 	 peroxisomal biogenesis factor 13
prx-5	PEX5 	 peroxisomal biogenesis factor 5
lpd-7	PES1 	 pescadillo ribosomal biogenesis factor 1
phf-10	PHF10 	 PHD finger protein 10
phf-5	PHF5A 	 PHD finger protein 5A
pah-1	PAH 	 phenylalanine hydroxylase
fars-2	FARS2 	 phenylalanyl-tRNA synthetase 2, mitochondrial
fars-1	FARSA 	 phenylalanyl-tRNA synthetase, alpha subunit
pcyt-1	PCYT1A 	 phosphate cytidylyltransferase 1, choline, alpha
pgs-1	PGS1 	 phosphatidylglycerophosphate synthase 1
vps-34	PIK3C3 	 phosphatidylinositol 3-kinase, catalytic subunit type 3
pifk-1	PI4KB 	 phosphatidylinositol 4-kinase, catalytic, beta
piga-1	PIGA 	 phosphatidylinositol glycan anchor biosynthesis, class A
hpo-4	PIGK 	 phosphatidylinositol glycan anchor biosynthesis, class K
hpo-20	PIGW 	 phosphatidylinositol glycan anchor biosynthesis, class W
pitp-1	PITPNM2 	 phosphatidylinositol transfer protein, membrane-associated 2
piki-1	PIK3C2A 	 phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
ppk-1	PIP5K1A 	 phosphatidylinositol-4-phosphate 5-kinase, type I, alpha
age-1	PIK3CA 	 phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha
ppk-2	PIP4K2B 	 phosphatidylinositol-5-phosphate 4-kinase, type II, beta
psd-1	PISD 	 phosphatidylserine decarboxylase
pssy-2	PTDSS1 	 phosphatidylserine synthase 1
pssy-1	PTDSS1 	 phosphatidylserine synthase 1
pde-5	PDE10A 	 phosphodiesterase 10A
pde-1	PDE1C 	 phosphodiesterase 1C, calmodulin-dependent 70kDa
pde-4	PDE4D 	 phosphodiesterase 4D, cAMP-specific
pdl-1	PDE6D 	 phosphodiesterase 6D, cGMP-specific, rod, delta
pck-2	PCK2 	 phosphoenolpyruvate carboxykinase 2 (mitochondrial)
pck-1	PCK2 	 phosphoenolpyruvate carboxykinase 2 (mitochondrial)
tag-232	PACS2 	 phosphofurin acidic cluster sorting protein 2
pgk-1	PGK1 	 phosphoglycerate kinase 1
pgam-5	PGAM5 	 phosphoglycerate mutase family member 5
phip-1	PHPT1 	 phosphohistidine phosphatase 1
aap-1	PIK3R1 	 phosphoinositide-3-kinase, regulatory subunit 1 (alpha)
pll-1	PLCL2 	 phospholipase C-like 2
egl-8	PLCB4 	 phospholipase C, beta 4
plc-4	PLCD3 	 phospholipase C, delta 3
plc-1	PLCE1 	 phospholipase C, epsilon 1
plc-3	PLCG1 	 phospholipase C, gamma 1
pld-1	PLD1 	 phospholipase D1, phosphatidylcholine-specific
scrm-1	PLSCR1 	 phospholipid scramblase 1
scrm-2	PLSCR1 	 phospholipid scramblase 1
scrm-3	PLSCR1 	 phospholipid scramblase 1
pif-1	PIF1 	 PIF1 5'-to-3' DNA helicase
prk-2	PIM1 	 pim-1 oncogene
prg-1	PIWIL1 	 piwi-like RNA-mediated gene silencing 1
prg-2	PIWIL1 	 piwi-like RNA-mediated gene silencing 1
try-1	PLG 	 plasminogen
lis-1	PAFAH1B1 	 platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
paf-1	PAFAH2 	 platelet-activating factor acetylhydrolase 2, 40kDa
paf-2	PAFAH2 	 platelet-activating factor acetylhydrolase 2, 40kDa
max-1	PLEKHH1 	 pleckstrin homology domain containing, family H (with MyTH4 domain) member 1
plx-1	PLXNA2 	 plexin A2
pxd-1	PLXDC2 	 plexin domain containing 2
pms-2	PMS2 	 PMS2 postmeiotic segregation increased 2 (S. cerevisiae)
plk-1	PLK1 	 polo-like kinase 1
plk-2	PLK1 	 polo-like kinase 1
rnp-6	PUF60 	 poly-U binding splicing factor 60KDa
pab-1	PABPC1 	 poly(A) binding protein, cytoplasmic 1
pab-2	PABPC1 	 poly(A) binding protein, cytoplasmic 1
pabp-2	PABPN1 	 poly(A) binding protein, nuclear 1
pap-1	PAPOLA 	 poly(A) polymerase alpha
pbrm-1	PBRM1 	 polybromo 1
mig-32	PCGF3 	 polycomb group ring finger 3
pkd-2	PKD2 	 polycystic kidney disease 2 (autosomal dominant)
pqbp-1.2	PQBP1 	 polyglutamine binding protein 1
pqbp-1.1	PQBP1 	 polyglutamine binding protein 1
polk-1	POLK 	 polymerase (DNA directed) kappa
pole-2	POLE2 	 polymerase (DNA directed), epsilon 2, accessory subunit
polh-1	POLH 	 polymerase (DNA directed), eta
tag-307	POLDIP2 	 polymerase (DNA-directed), delta interacting protein 2
ama-1	POLR2A 	 polymerase (RNA) II (DNA directed) polypeptide A, 220kDa
rpb-2	POLR2B 	 polymerase (RNA) II (DNA directed) polypeptide B, 140kDa
rpb-3	POLR2C 	 polymerase (RNA) II (DNA directed) polypeptide C, 33kDa
rpb-4	POLR2D 	 polymerase (RNA) II (DNA directed) polypeptide D
rpb-6	POLR2F 	 polymerase (RNA) II (DNA directed) polypeptide F
rpb-7	POLR2G 	 polymerase (RNA) II (DNA directed) polypeptide G
rpb-8	POLR2H 	 polymerase (RNA) II (DNA directed) polypeptide H
rpb-9	POLR2I 	 polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa
rpb-11	POLR2J 	 polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa
rpb-10	POLR2L 	 polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
rpc-1	POLR3A 	 polymerase (RNA) III (DNA directed) polypeptide A, 155kDa
ptb-1	PTBP1 	 polypyrimidine tract binding protein 1
tag-189	PGAP2 	 post-GPI attachment to proteins 2
twk-46	KCNK1 	 potassium channel, subfamily K, member 1
twk-14	KCNK12 	 potassium channel, subfamily K, member 12
slo-2	KCNT1 	 potassium channel, subfamily T, member 1
irk-2	KCNJ12 	 potassium inwardly-rectifying channel, subfamily J, member 12
irk-1	KCNJ2 	 potassium inwardly-rectifying channel, subfamily J, member 2
slo-1	KCNMA1 	 potassium large conductance calcium-activated channel, subfamily M, alpha member 1
kqt-3	KCNQ1 	 potassium voltage-gated channel, KQT-like subfamily, member 1
kqt-1	KCNQ5 	 potassium voltage-gated channel, KQT-like subfamily, member 5
shk-1	KCNA3 	 potassium voltage-gated channel, shaker-related subfamily, member 3
shl-1	KCND2 	 potassium voltage-gated channel, Shal-related subfamily, member 2
egl-36	KCNC1 	 potassium voltage-gated channel, Shaw-related subfamily, member 1
shw-1	KCNC2 	 potassium voltage-gated channel, Shaw-related subfamily, member 2
unc-103	KCNH7 	 potassium voltage-gated channel, subfamily H (eag-related), member 7
act-5	POTEI 	 POTE ankyrin domain family, member I
set-17	PRDM7 	 PR domain containing 7
ceh-20	PBX1 	 pre-B-cell leukemia homeobox 1
prp-3	PRPF3 	 pre-mRNA processing factor 3
prp-31	PRPF31 	 pre-mRNA processing factor 31
prp-4	PRPF4 	 pre-mRNA processing factor 4
prp-6	PRPF6 	 pre-mRNA processing factor 6
prp-8	PRPF8 	 pre-mRNA processing factor 8
coq-1	PDSS1 	 prenyl (decaprenyl) diphosphate synthase, subunit 1
sel-12	PSEN1 	 presenilin 1
pen-2	PSENEN 	 presenilin enhancer gamma secretase subunit
pri-1	PRIM1 	 primase, DNA, polypeptide 1 (49kDa)
pri-2	PRIM2 	 primase, DNA, polypeptide 2 (58kDa)
let-268	PLOD3 	 procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
vem-1	PGRMC1 	 progesterone receptor membrane component 1
paqr-3	PAQR3 	 progestin and adipoQ receptor family member III
pdcd-2	PDCD2 	 programmed cell death 2
alx-1	PDCD6IP 	 programmed cell death 6 interacting protein
phb-1	PHB 	 prohibitin
phb-2	PHB2 	 prohibitin 2
sec-12	PREB 	 prolactin regulatory element binding
pcn-1	PCNA 	 proliferating cell nuclear antigen
dpy-18	P4HA1 	 prolyl 4-hydroxylase, alpha polypeptide I
phy-2	P4HA1 	 prolyl 4-hydroxylase, alpha polypeptide I
pdi-2	P4HB 	 prolyl 4-hydroxylase, beta polypeptide
pars-2	PARS2 	 prolyl-tRNA synthetase 2, mitochondrial (putative)
pcp-5	PRCP 	 prolylcarboxypeptidase (angiotensinase C)
pcca-1	PCCA 	 propionyl CoA carboxylase, alpha polypeptide
pccb-1	PCCB 	 propionyl CoA carboxylase, beta polypeptide
bli-4	PCSK1 	 proprotein convertase subtilisin/kexin type 1
egl-3	PCSK2 	 proprotein convertase subtilisin/kexin type 2
rpt-2	PSMC1 	 proteasome (prosome, macropain) 26S subunit, ATPase, 1
rpt-1	PSMC2 	 proteasome (prosome, macropain) 26S subunit, ATPase, 2
rpt-5	PSMC3 	 proteasome (prosome, macropain) 26S subunit, ATPase, 3
rpt-3	PSMC4 	 proteasome (prosome, macropain) 26S subunit, ATPase, 4
rpt-6	PSMC5 	 proteasome (prosome, macropain) 26S subunit, ATPase, 5
rpt-4	PSMC6 	 proteasome (prosome, macropain) 26S subunit, ATPase, 6
rpn-6.1	PSMD11 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
rpn-5	PSMD12 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
rpn-9	PSMD13 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
rpn-11	PSMD14 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 14
rpn-1	PSMD2 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 2
rpn-3	PSMD3 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
rpn-10	PSMD4 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 4
rpn-7	PSMD6 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
rpn-8	PSMD7 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 7
rpn-12	PSMD8 	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 8
pas-6	PSMA1 	 proteasome (prosome, macropain) subunit, alpha type, 1
pas-2	PSMA2 	 proteasome (prosome, macropain) subunit, alpha type, 2
pas-7	PSMA3 	 proteasome (prosome, macropain) subunit, alpha type, 3
pas-3	PSMA4 	 proteasome (prosome, macropain) subunit, alpha type, 4
pas-5	PSMA5 	 proteasome (prosome, macropain) subunit, alpha type, 5
pas-1	PSMA6 	 proteasome (prosome, macropain) subunit, alpha type, 6
pas-4	PSMA7 	 proteasome (prosome, macropain) subunit, alpha type, 7
pbs-6	PSMB1 	 proteasome (prosome, macropain) subunit, beta type, 1
pbs-4	PSMB2 	 proteasome (prosome, macropain) subunit, beta type, 2
pbs-3	PSMB3 	 proteasome (prosome, macropain) subunit, beta type, 3
pbs-5	PSMB5 	 proteasome (prosome, macropain) subunit, beta type, 5
prmt-1	PRMT1 	 protein arginine methyltransferase 1
prmt-7	PRMT7 	 protein arginine methyltransferase 7
pdi-3	PDIA3 	 protein disulfide isomerase family A, member 3
sdpn-1	PACSIN2 	 protein kinase C and casein kinase substrate in neurons 2
pkc-2	PRKCA 	 protein kinase C, alpha
tpa-1	PRKCD 	 protein kinase C, delta
pkc-1	PRKCE 	 protein kinase C, epsilon
pkc-3	PRKCI 	 protein kinase C, iota
dkf-2	PRKD3 	 protein kinase D3
pkn-1	PKN2 	 protein kinase N2
aak-2	PRKAA2 	 protein kinase, AMP-activated, alpha 2 catalytic subunit
aakb-1	PRKAB2 	 protein kinase, AMP-activated, beta 2 non-catalytic subunit
aakb-2	PRKAB2 	 protein kinase, AMP-activated, beta 2 non-catalytic subunit
aakg-1	PRKAG1 	 protein kinase, AMP-activated, gamma 1 non-catalytic subunit
kin-1	PRKACB 	 protein kinase, cAMP-dependent, catalytic, beta
kin-2	PRKAR1B 	 protein kinase, cAMP-dependent, regulatory, type I, beta
pad-2	POFUT2 	 protein O-fucosyltransferase 2
gsp-2	PPP1CA 	 protein phosphatase 1, catalytic subunit, alpha isozyme
gsp-1	PPP1CB 	 protein phosphatase 1, catalytic subunit, beta isozyme
gfi-2	PPP1R16A 	 protein phosphatase 1, regulatory subunit 16A
let-92	PPP2CA 	 protein phosphatase 2, catalytic subunit, alpha isozyme
paa-1	PPP2R1A 	 protein phosphatase 2, regulatory subunit A, alpha
sur-6	PPP2R2D 	 protein phosphatase 2, regulatory subunit B, delta
pptr-2	PPP2R5D 	 protein phosphatase 2, regulatory subunit B', delta
pptr-1	PPP2R5E 	 protein phosphatase 2, regulatory subunit B', epsilon isoform
tax-6	PPP3CA 	 protein phosphatase 3, catalytic subunit, alpha isozyme
cnb-1	PPP3R1 	 protein phosphatase 3, regulatory subunit B, alpha
pph-4.1	PPP4C 	 protein phosphatase 4, catalytic subunit
pph-5	PPP5C 	 protein phosphatase 5, catalytic subunit
pph-6	PPP6C 	 protein phosphatase 6, catalytic subunit
pef-1	PPEF1 	 protein phosphatase, EF-hand calcium binding domain 1
ppm-1	PPM1B 	 protein phosphatase, Mg2+/Mn2+ dependent, 1B
kin-32	PTK2 	 protein tyrosine kinase 2
hpo-8	PTPLB 	 protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b
ptp-1	PTPN4 	 protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)
ptp-3	PTPRD 	 protein tyrosine phosphatase, receptor type, D
syd-2	PPFIA2 	 protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2
pcm-1	PCMT1 	 protein-L-isoaspartate (D-aspartate) O-methyltransferase
cdh-5	PCDH15 	 protocadherin-related 15
pus-1	PUS1 	 pseudouridylate synthase 1
tag-124	PUS3 	 pseudouridylate synthase 3
pink-1	PINK1 	 PTEN induced putative kinase 1
pcbd-1	PCBD2 	 pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2
hlb-1	PPFIBP1 	 PTPRF interacting protein, binding protein 1 (liprin beta 1)
pyp-1	PPA1 	 pyrophosphatase (inorganic) 1
pyc-1	PC 	 pyruvate carboxylase
pdha-1	PDHA1 	 pyruvate dehydrogenase (lipoamide) alpha 1
pdhb-1	PDHB 	 pyruvate dehydrogenase (lipoamide) beta
pdhk-2	PDK3 	 pyruvate dehydrogenase kinase, isozyme 3
pdp-1	PDP1 	 pyruvate dehyrogenase phosphatase catalytic subunit 1
pyk-1	PKM 	 pyruvate kinase, muscle
pyk-2	PKM 	 pyruvate kinase, muscle
tgt-1	QTRT1 	 queuine tRNA-ribosyltransferase 1
tgt-2	QTRTD1 	 queuine tRNA-ribosyltransferase domain containing 1
qdpr-1	QDPR 	 quinoid dihydropteridine reductase
tbc-11	RABGAP1 	 RAB GTPase activating protein 1
rabx-5	RABGEF1 	 RAB guanine nucleotide exchange factor (GEF) 1
rilp-1	RILPL1 	 Rab interacting lysosomal protein-like 1
rab-10	RAB10 	 RAB10, member RAS oncogene family
rab-11.1	RAB11A 	 RAB11A, member RAS oncogene family
rab-18	RAB18 	 RAB18, member RAS oncogene family
rab-1	RAB1A 	 RAB1A, member RAS oncogene family
rab-21	RAB21 	 RAB21, member RAS oncogene family
aex-6	RAB27A 	 RAB27A, member RAS oncogene family
rab-28	RAB28 	 RAB28, member RAS oncogene family
unc-108	RAB2A 	 RAB2A, member RAS oncogene family
rbg-1	RAB3GAP1 	 RAB3 GTPase activating protein subunit 1 (catalytic)
rab-30	RAB30 	 RAB30, member RAS oncogene family
glo-1	RAB32 	 RAB32, member RAS oncogene family
rab-33	RAB33B 	 RAB33B, member RAS oncogene family
rab-35	RAB35 	 RAB35, member RAS oncogene family
rab-37	RAB37 	 RAB37, member RAS oncogene family
rab-39	RAB39B 	 RAB39B, member RAS oncogene family
rab-3	RAB3C 	 RAB3C, member RAS oncogene family
rab-19	RAB43 	 RAB43, member RAS oncogene family
rab-5	RAB5A 	 RAB5A, member RAS oncogene family
rab-8	RAB8A 	 RAB8A, member RAS oncogene family
rbf-1	RPH3A 	 rabphilin 3A homolog (mouse)
mrt-2	RAD1 	 RAD1 homolog (S. pombe)
coh-1	RAD21L1 	 RAD21-like 1 (S. pombe)
rad-23	RAD23B 	 RAD23 homolog B (S. cerevisiae)
rad-51	RAD51 	 RAD51 recombinase
rad-54	RAD54L 	 RAD54-like (S. cerevisiae)
rgl-1	RGL1 	 ral guanine nucleotide dissociation stimulator-like 1
ran-1	RAN 	 RAN, member RAS oncogene family
epac-1	RAPGEF4 	 Rap guanine nucleotide exchange factor (GEF) 4
pxf-1	RAPGEF6 	 Rap guanine nucleotide exchange factor (GEF) 6
rap-1	RAP1B 	 RAP1B, member of RAS oncogene family
rap-2	RAP2A 	 RAP2A, member of RAS oncogene family
nhr-23	RORB 	 RAR-related orphan receptor B
fce-2	RCE1 	 Ras converting CAAX endopeptidase 1
rgef-1	RASGRP3 	 RAS guanyl releasing protein 3 (calcium and DAG-regulated)
rheb-1	RHEB 	 Ras homolog enriched in brain
rho-1	RHOC 	 ras homolog family member C
miro-1	RHOT1 	 ras homolog family member T1
gap-1	RASA3 	 RAS p21 protein activator 3
rsu-1	RSU1 	 Ras suppressor protein 1
ced-10	RAC3 	 ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
rac-2	RAC3 	 ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
raga-1	RRAGB 	 Ras-related GTP binding B
ragc-1	RRAGC 	 Ras-related GTP binding C
ntl-9	RQCD1 	 RCD1 required for cell differentiation1 homolog (S. pombe)
yop-1	REEP5 	 receptor accessory protein 5
cam-1	ROR2 	 receptor tyrosine kinase-like orphan receptor 2
rpy-1	RAPSN 	 receptor-associated protein of the synapse
lin-18	RYK 	 receptor-like tyrosine kinase
lag-1	RBPJ 	 recombination signal binding protein for immunoglobulin kappa J region
rcq-5	RECQL5 	 RecQ protein-like 5
cids-1	RPRD1A 	 regulation of nuclear pre-mRNA domain containing 1A
ran-3	RCC1 	 regulator of chromosome condensation 1
rgs-1	RGS20 	 regulator of G-protein signaling 20
rgs-2	RGS20 	 regulator of G-protein signaling 20
rtel-1	RTEL1 	 regulator of telomere elongation helicase 1
daf-19	RFX3 	 regulatory factor X, 3 (influences HLA class II expression)
ras-1	RRAS2 	 related RAS viral (r-ras) oncogene homolog 2
rfc-2	RFC2 	 replication factor C (activator 1) 2, 40kDa
rfc-3	RFC3 	 replication factor C (activator 1) 3, 38kDa
drag-1	RGMB 	 repulsive guidance molecule family member b
rer-1	RER1 	 retention in endoplasmic reticulum sorting receptor 1
rad-8	RTN4IP1 	 reticulon 4 interacting protein 1
lin-53	RBBP4 	 retinoblastoma binding protein 4
lin-35	RBL1 	 retinoblastoma-like 1 (p107)
rhr-1	RHAG 	 Rh-associated glycoprotein
rhr-2	RHAG 	 Rh-associated glycoprotein
rhi-1	ARHGDIA 	 Rho GDP dissociation inhibitor (GDI) alpha
rga-1	ARHGAP1 	 Rho GTPase activating protein 1
tag-325	ARHGAP15 	 Rho GTPase activating protein 15
pix-1	ARHGEF7 	 Rho guanine nucleotide exchange factor (GEF) 7
let-502	ROCK2 	 Rho-associated, coiled-coil containing protein kinase 2
rom-3	RHBDF2 	 rhomboid 5 homolog 2 (Drosophila)
rom-4	RHBDF2 	 rhomboid 5 homolog 2 (Drosophila)
rom-1	RHBDL2 	 rhomboid, veinlet-like 2 (Drosophila)
rnh-1.0	RNASEH1 	 ribonuclease H1
rnh-2	RNASEH2A 	 ribonuclease H2, subunit A
rae-1	RAE1 	 ribonucleic acid export 1
rnr-1	RRM1 	 ribonucleotide reductase M1
rnr-2	RRM2 	 ribonucleotide reductase M2
ribo-1	RPN1 	 ribophorin I
ostd-1	RPN2 	 ribophorin II
rpia-1	RPIA 	 ribose 5-phosphate isomerase A
rpl-24.2	RSL24D1 	 ribosomal L24 domain containing 1
rpl-10	RPL10L 	 ribosomal protein L10-like
rpl-1	RPL10A 	 ribosomal protein L10a
rpl-11.1	RPL11 	 ribosomal protein L11
rpl-11.2	RPL11 	 ribosomal protein L11
rpl-12	RPL12 	 ribosomal protein L12
rpl-13	RPL13 	 ribosomal protein L13
rpl-16	RPL13A 	 ribosomal protein L13a
rpl-14	RPL14 	 ribosomal protein L14
rpl-18	RPL18 	 ribosomal protein L18
rpl-19	RPL19 	 ribosomal protein L19
rpl-21	RPL21 	 ribosomal protein L21
rpl-22	RPL22 	 ribosomal protein L22
rpl-23	RPL23 	 ribosomal protein L23
rpl-24.1	RPL24 	 ribosomal protein L24
rpl-26	RPL26 	 ribosomal protein L26
rpl-27	RPL27 	 ribosomal protein L27
rpl-3	RPL3 	 ribosomal protein L3
rpl-30	RPL30 	 ribosomal protein L30
rpl-31	RPL31 	 ribosomal protein L31
rpl-32	RPL32 	 ribosomal protein L32
rpl-35	RPL35 	 ribosomal protein L35
rpl-33	RPL35A 	 ribosomal protein L35a
rpl-43	RPL37A 	 ribosomal protein L37a
rpl-38	RPL38 	 ribosomal protein L38
rpl-4	RPL4 	 ribosomal protein L4
rpl-5	RPL5 	 ribosomal protein L5
rpl-6	RPL6 	 ribosomal protein L6
rpl-7	RPL7 	 ribosomal protein L7
rpl-2	RPL8 	 ribosomal protein L8
rpl-9	RPL9 	 ribosomal protein L9
rps-11	RPS11 	 ribosomal protein S11
rps-12	RPS12 	 ribosomal protein S12
rps-13	RPS13 	 ribosomal protein S13
rps-14	RPS14 	 ribosomal protein S14
rps-22	RPS15A 	 ribosomal protein S15a
rps-16	RPS16 	 ribosomal protein S16
rps-17	RPS17 	 ribosomal protein S17
rps-18	RPS18 	 ribosomal protein S18
rps-2	RPS2 	 ribosomal protein S2
rps-20	RPS20 	 ribosomal protein S20
rps-21	RPS21 	 ribosomal protein S21
rps-23	RPS23 	 ribosomal protein S23
rps-24	RPS24 	 ribosomal protein S24
rps-25	RPS25 	 ribosomal protein S25
rps-26	RPS26 	 ribosomal protein S26
rps-27	RPS27 	 ribosomal protein S27
rps-28	RPS28 	 ribosomal protein S28
rps-3	RPS3 	 ribosomal protein S3
rps-1	RPS3A 	 ribosomal protein S3A
rps-4	RPS4X 	 ribosomal protein S4, X-linked
rps-5	RPS5 	 ribosomal protein S5
rps-6	RPS6 	 ribosomal protein S6
rsks-1	RPS6KB1 	 ribosomal protein S6 kinase, 70kDa, polypeptide 1
rskn-1	RPS6KA1 	 ribosomal protein S6 kinase, 90kDa, polypeptide 1
rskn-2	RPS6KA5 	 ribosomal protein S6 kinase, 90kDa, polypeptide 5
rps-7	RPS7 	 ribosomal protein S7
rps-8	RPS8 	 ribosomal protein S8
rps-9	RPS9 	 ribosomal protein S9
rps-0	RPSA 	 ribosomal protein SA
rla-0	RPLP0 	 ribosomal protein, large, P0
rnf-121	RNF121 	 ring finger protein 121
rnf-5	RNF185 	 ring finger protein 185
rfp-1	RNF40 	 ring finger protein 40, E3 ubiquitin protein ligase
rbx-2	RNF7 	 ring finger protein 7
rbx-1	RBX1 	 ring-box 1, E3 ubiquitin protein ligase
riok-1	RIOK1 	 RIO kinase 1
riok-2	RIOK2 	 RIO kinase 2
riok-3	RIOK3 	 RIO kinase 3
tag-72	RNMT 	 RNA (guanine-7-) methyltransferase
rbd-1	RBM19 	 RNA binding motif protein 19
rnp-4	RBM8A 	 RNA binding motif protein 8A
cel-1	RNGTT 	 RNA guanylyltransferase and 5'-phosphatase
sax-3	ROBO1 	 roundabout, axon guidance receptor, homolog 1 (Drosophila)
rpl-17	RPL17-C18orf32 	 RPL17-C18orf32 readthrough
rps-10	RPS10-NUDT3 	 RPS10-NUDT3 readthrough
rrbs-1	RRS1 	 RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
ruvb-2	RUVBL2 	 RuvB-like AAA ATPase 2
unc-68	RYR2 	 ryanodine receptor 2 (cardiac)
skr-1	SKP1 	 S-phase kinase-associated protein 1
skr-2	SKP1 	 S-phase kinase-associated protein 1
skpt-1	SKP2 	 S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
sac-1	SACM1L 	 SAC1 suppressor of actin mutations 1-like (yeast)
gop-3	SAMM50 	 SAMM50 sorting and assembly machinery component
sgn-1	SGCD 	 sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)
sco-1	SCO1 	 SCO1 cytochrome c oxidase assembly protein
let-413	SCRIB 	 scribbled planar cell polarity protein
pro-3	SDAD1 	 SDA1 domain containing 1
npp-20	SEC13 	 SEC13 homolog (S. cerevisiae)
ctg-1	SEC14L2 	 SEC14-like 2 (S. cerevisiae)
sec-22	SEC22B 	 SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene)
sec-23	SEC23A 	 Sec23 homolog A (S. cerevisiae)
sec-24.2	SEC24B 	 SEC24 family member B
sec-24.1	SEC24C 	 SEC24 family member C
emo-1	SEC61G 	 Sec61 gamma subunit
dnj-29	SEC63 	 SEC63 homolog (S. cerevisiae)
sar-1	SAR1B 	 secretion associated, Ras related GTPase 1B
scm-1	SCAMP1 	 secretory carrier membrane protein 1
npp-18	SEH1L 	 SEH1-like (S. cerevisiae)
sel-1	SEL1L 	 sel-1 suppressor of lin-12-like (C. elegans)
seld-1	SEPHS1 	 selenophosphate synthetase 1
secs-1	SEPSECS 	 Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
unc-61	6-Sep	 septin 6
unc-59	7-Sep	 septin 7
mel-32	SHMT1 	 serine hydroxymethyltransferase 1 (soluble)
